This file provides a binary-file-specific mapping of applicable open source
license terms. This mapping file is still a work in progress and should not be
relied upon at this stage as it is incomplete. Updated versions will be
published as they become available. Contact licensing@qnx.com if you have
questions or require additional information.

Binary Name,Legal ID,Runtime Module
usr/sbin/dnssec-keygen,OO:1448,Networking Technology
usr/sbin/dnssec-keygen,OPENSSL:12,Networking Technology
usr/sbin/dnssec-keygen,OPENSSL:18,Networking Technology
usr/sbin/dnssec-keygen,OPENSSL:19,Networking Technology
usr/sbin/dnssec-keygen,OPENSSL:22,Networking Technology
usr/sbin/dnssec-keygen,OPENSSL:36,Networking Technology
usr/sbin/dnssec-keygen,OPENSSL:43,Networking Technology
usr/sbin/dnssec-keygen,OPENSSL:44,Networking Technology
usr/sbin/dnssec-keygen,OPENSSL:54,Networking Technology
usr/sbin/dnssec-keygen,OPENSSL:60,Networking Technology
usr/sbin/dnssec-keygen,OPENSSL:67,Networking Technology
usr/sbin/dnssec-keygen,OPENSSL:7,Networking Technology
usr/sbin/dnssec-keygen,OPENSSL:82,Networking Technology
usr/sbin/dnssec-signzone,BSD1:125,Networking Technology
usr/sbin/dnssec-signzone,BSD1:207,Networking Technology
usr/sbin/dnssec-signzone,BSD1:218,Networking Technology
usr/sbin/dnssec-signzone,BSD1:247,Networking Technology
usr/sbin/dnssec-signzone,BSD1:257,Networking Technology
usr/sbin/dnssec-signzone,BSD1:270,Networking Technology
usr/sbin/dnssec-signzone,BSD1:273,Networking Technology
usr/sbin/dnssec-signzone,BSD1:298,Networking Technology
usr/sbin/dnssec-signzone,BSD1:300,Networking Technology
usr/sbin/dnssec-signzone,BSD1:315,Networking Technology
usr/sbin/dnssec-signzone,BSD1:84,Networking Technology
usr/sbin/dnssec-signzone,BSD2:101,Networking Technology
usr/sbin/dnssec-signzone,BSD2:107,Networking Technology
usr/sbin/dnssec-signzone,BSD2:237,Networking Technology
usr/sbin/dnssec-signzone,BSD2:253,Networking Technology
usr/sbin/dnssec-signzone,BSD2:259,Networking Technology
usr/sbin/dnssec-signzone,BSD2:87,Networking Technology
usr/sbin/dnssec-signzone,BSD3:42,Networking Technology
usr/sbin/dnssec-signzone,DEC:1,Networking Technology
usr/sbin/dnssec-signzone,EY1:1,Networking Technology
usr/sbin/dnssec-signzone,EY1:5,Networking Technology
usr/sbin/dnssec-signzone,ISC:100,Networking Technology
usr/sbin/dnssec-signzone,ISC:101,Networking Technology
usr/sbin/dnssec-signzone,ISC:104,Networking Technology
usr/sbin/dnssec-signzone,ISC:105,Networking Technology
usr/sbin/dnssec-signzone,ISC:106,Networking Technology
usr/sbin/dnssec-signzone,ISC:107,Networking Technology
usr/sbin/dnssec-signzone,ISC:108,Networking Technology
usr/sbin/dnssec-signzone,ISC:109,Networking Technology
usr/sbin/dnssec-signzone,ISC:110,Networking Technology
usr/sbin/dnssec-signzone,ISC:111,Networking Technology
usr/sbin/dnssec-signzone,ISC:112,Networking Technology
usr/sbin/dnssec-signzone,ISC:113,Networking Technology
usr/sbin/dnssec-signzone,ISC:114,Networking Technology
usr/sbin/dnssec-signzone,ISC:115,Networking Technology
usr/sbin/dnssec-signzone,ISC:116,Networking Technology
usr/sbin/dnssec-signzone,ISC:117,Networking Technology
usr/sbin/dnssec-signzone,ISC:120,Networking Technology
usr/sbin/dnssec-signzone,ISC:123,Networking Technology
usr/sbin/dnssec-signzone,ISC:124,Networking Technology
usr/sbin/dnssec-signzone,ISC:125,Networking Technology
usr/sbin/dnssec-signzone,ISC:126,Networking Technology
usr/sbin/dnssec-signzone,ISC:128,Networking Technology
usr/sbin/dnssec-signzone,ISC:129,Networking Technology
usr/sbin/dnssec-signzone,ISC:130,Networking Technology
usr/sbin/dnssec-signzone,ISC:131,Networking Technology
usr/sbin/dnssec-signzone,ISC:132,Networking Technology
usr/sbin/dnssec-signzone,ISC:133,Networking Technology
usr/sbin/dnssec-signzone,ISC:136,Networking Technology
usr/sbin/dnssec-signzone,ISC:137,Networking Technology
usr/sbin/dnssec-signzone,ISC:138,Networking Technology
usr/sbin/dnssec-signzone,ISC:140,Networking Technology
usr/sbin/dnssec-signzone,ISC:141,Networking Technology
usr/sbin/dnssec-signzone,ISC:142,Networking Technology
usr/sbin/dnssec-signzone,ISC:143,Networking Technology
usr/sbin/dnssec-signzone,ISC:144,Networking Technology
usr/sbin/dnssec-signzone,ISC:146,Networking Technology
usr/sbin/dnssec-signzone,ISC:147,Networking Technology
usr/sbin/dnssec-signzone,ISC:148,Networking Technology
usr/sbin/dnssec-signzone,ISC:149,Networking Technology
usr/sbin/dnssec-signzone,ISC:150,Networking Technology
usr/sbin/dnssec-signzone,ISC:151,Networking Technology
usr/sbin/dnssec-signzone,ISC:152,Networking Technology
usr/sbin/dnssec-signzone,ISC:153,Networking Technology
usr/sbin/dnssec-signzone,ISC:154,Networking Technology
usr/sbin/dnssec-signzone,ISC:155,Networking Technology
usr/sbin/dnssec-signzone,ISC:156,Networking Technology
usr/sbin/dnssec-signzone,ISC:159,Networking Technology
usr/sbin/dnssec-signzone,ISC:161,Networking Technology
usr/sbin/dnssec-signzone,ISC:163,Networking Technology
usr/sbin/dnssec-signzone,ISC:165,Networking Technology
usr/sbin/dnssec-signzone,ISC:170,Networking Technology
usr/sbin/dnssec-signzone,ISC:171,Networking Technology
usr/sbin/dnssec-signzone,ISC:172,Networking Technology
usr/sbin/dnssec-signzone,ISC:173,Networking Technology
usr/sbin/dnssec-signzone,ISC:174,Networking Technology
usr/sbin/dnssec-signzone,ISC:175,Networking Technology
usr/sbin/dnssec-signzone,ISC:178,Networking Technology
usr/sbin/dnssec-signzone,ISC:179,Networking Technology
usr/sbin/dnssec-signzone,ISC:188,Networking Technology
usr/sbin/dnssec-signzone,ISC:190,Networking Technology
usr/sbin/dnssec-signzone,ISC:191,Networking Technology
usr/sbin/dnssec-signzone,ISC:192,Networking Technology
usr/sbin/dnssec-signzone,ISC:194,Networking Technology
usr/sbin/dnssec-signzone,ISC:195,Networking Technology
usr/sbin/dnssec-signzone,ISC:196,Networking Technology
usr/sbin/dnssec-signzone,ISC:197,Networking Technology
usr/sbin/dnssec-signzone,ISC:198,Networking Technology
usr/sbin/dnssec-signzone,ISC:199,Networking Technology
usr/sbin/dnssec-signzone,ISC:200,Networking Technology
usr/sbin/dnssec-signzone,ISC:201,Networking Technology
usr/sbin/dnssec-signzone,ISC:202,Networking Technology
usr/sbin/dnssec-signzone,ISC:203,Networking Technology
usr/sbin/dnssec-signzone,ISC:204,Networking Technology
usr/sbin/dnssec-signzone,ISC:205,Networking Technology
usr/sbin/dnssec-signzone,ISC:206,Networking Technology
usr/sbin/dnssec-signzone,ISC:207,Networking Technology
usr/sbin/dnssec-signzone,ISC:208,Networking Technology
usr/sbin/dnssec-signzone,ISC:209,Networking Technology
usr/sbin/dnssec-signzone,ISC:210,Networking Technology
usr/sbin/dnssec-signzone,ISC:211,Networking Technology
usr/sbin/dnssec-signzone,ISC:213,Networking Technology
usr/sbin/dnssec-signzone,ISC:214,Networking Technology
usr/sbin/dnssec-signzone,ISC:215,Networking Technology
usr/sbin/dnssec-signzone,ISC:216,Networking Technology
usr/sbin/dnssec-signzone,ISC:217,Networking Technology
usr/sbin/dnssec-signzone,ISC:218,Networking Technology
usr/sbin/dnssec-signzone,ISC:219,Networking Technology
usr/sbin/dnssec-signzone,ISC:221,Networking Technology
usr/sbin/dnssec-signzone,ISC:222,Networking Technology
usr/sbin/dnssec-signzone,ISC:223,Networking Technology
usr/sbin/dnssec-signzone,ISC:224,Networking Technology
usr/sbin/dnssec-signzone,ISC:225,Networking Technology
usr/sbin/dnssec-signzone,ISC:226,Networking Technology
usr/sbin/dnssec-signzone,ISC:227,Networking Technology
usr/sbin/dnssec-signzone,ISC:231,Networking Technology
usr/sbin/dnssec-signzone,ISC:232,Networking Technology
usr/sbin/dnssec-signzone,ISC:234,Networking Technology
usr/sbin/dnssec-signzone,ISC:235,Networking Technology
usr/sbin/dnssec-signzone,ISC:236,Networking Technology
usr/sbin/dnssec-signzone,ISC:237,Networking Technology
usr/sbin/dnssec-signzone,ISC:238,Networking Technology
usr/sbin/dnssec-signzone,ISC:239,Networking Technology
usr/sbin/dnssec-signzone,ISC:240,Networking Technology
usr/sbin/dnssec-signzone,ISC:241,Networking Technology
usr/sbin/dnssec-signzone,ISC:242,Networking Technology
usr/sbin/dnssec-signzone,ISC:243,Networking Technology
usr/sbin/dnssec-signzone,ISC:244,Networking Technology
usr/sbin/dnssec-signzone,ISC:245,Networking Technology
usr/sbin/dnssec-signzone,ISC:246,Networking Technology
usr/sbin/dnssec-signzone,ISC:247,Networking Technology
usr/sbin/dnssec-signzone,ISC:248,Networking Technology
usr/sbin/dnssec-signzone,ISC:249,Networking Technology
usr/sbin/dnssec-signzone,ISC:250,Networking Technology
usr/sbin/dnssec-signzone,ISC:251,Networking Technology
usr/sbin/dnssec-signzone,ISC:252,Networking Technology
usr/sbin/dnssec-signzone,ISC:253,Networking Technology
usr/sbin/dnssec-signzone,ISC:255,Networking Technology
usr/sbin/dnssec-signzone,ISC:256,Networking Technology
usr/sbin/dnssec-signzone,ISC:257,Networking Technology
usr/sbin/dnssec-signzone,ISC:33,Networking Technology
usr/sbin/dnssec-signzone,ISC:51,Networking Technology
usr/sbin/dnssec-signzone,ISC:68,Networking Technology
usr/sbin/dnssec-signzone,ISC:91,Networking Technology
usr/sbin/dnssec-signzone,ISC:92,Networking Technology
usr/sbin/dnssec-signzone,ISC:93,Networking Technology
usr/sbin/dnssec-signzone,ISC:94,Networking Technology
usr/sbin/dnssec-signzone,ISC:95,Networking Technology
usr/sbin/dnssec-signzone,ISC:96,Networking Technology
usr/sbin/dnssec-signzone,ISC:97,Networking Technology
usr/sbin/dnssec-signzone,ISC:98,Networking Technology
usr/sbin/dnssec-signzone,ISC:99,Networking Technology
usr/sbin/dnssec-signzone,ISCSTYLE:7,Networking Technology
usr/sbin/dnssec-signzone,MD5:6,Networking Technology
usr/sbin/dnssec-signzone,OO:1436,Networking Technology
usr/sbin/dnssec-signzone,OO:1448,Networking Technology
usr/sbin/dnssec-signzone,OPENSSL:12,Networking Technology
usr/sbin/dnssec-signzone,OPENSSL:18,Networking Technology
usr/sbin/dnssec-signzone,OPENSSL:19,Networking Technology
usr/sbin/dnssec-signzone,OPENSSL:22,Networking Technology
usr/sbin/dnssec-signzone,OPENSSL:36,Networking Technology
usr/sbin/dnssec-signzone,OPENSSL:43,Networking Technology
usr/sbin/dnssec-signzone,OPENSSL:44,Networking Technology
usr/sbin/dnssec-signzone,OPENSSL:54,Networking Technology
usr/sbin/dnssec-signzone,OPENSSL:60,Networking Technology
usr/sbin/dnssec-signzone,OPENSSL:67,Networking Technology
usr/sbin/dnssec-signzone,OPENSSL:7,Networking Technology
usr/sbin/dnssec-signzone,OPENSSL:82,Networking Technology
usr/sbin/ds,OO:1448,Networking Technology
usr/sbin/dumper,OO:1448,Neutrino Core OS
usr/sbin/dumper,ZLIB:12,Neutrino Core OS
usr/sbin/dumper,ZLIB:13,Neutrino Core OS
usr/sbin/dumper,ZLIB:14,Neutrino Core OS
usr/sbin/dumper,ZLIB:15,Neutrino Core OS
usr/sbin/dumper,ZLIB:16,Neutrino Core OS
usr/sbin/dumper,ZLIB:17,Neutrino Core OS
usr/sbin/dumper,ZLIB:6,Neutrino Core OS
usr/sbin/dumper,ZLIB:7,Neutrino Core OS
usr/sbin/fdformat,OO:1448,Neutrino Core OS
usr/sbin/finstall,BSD1:336,Neutrino Core OS
usr/sbin/finstall,BSD2:249,Neutrino Core OS
usr/sbin/finstall,EY1:6,Neutrino Core OS
usr/sbin/finstall,OO:1436,Neutrino Core OS
usr/sbin/finstall,OO:1439,Neutrino Core OS
usr/sbin/finstall,OO:1446,Neutrino Core OS
usr/sbin/finstall,OO:1448,Neutrino Core OS
usr/sbin/fs-cifs,ANU:20,Networking Technology
usr/sbin/fs-cifs,BSD1:125,Networking Technology
usr/sbin/fs-cifs,BSD1:207,Networking Technology
usr/sbin/fs-cifs,BSD1:218,Networking Technology
usr/sbin/fs-cifs,BSD2:101,Networking Technology
usr/sbin/fs-cifs,BSD2:243,Networking Technology
usr/sbin/fs-cifs,OO:1436,Networking Technology
usr/sbin/fs-cifs,OO:1448,Networking Technology
usr/sbin/fs-cifs,OO:1496,Networking Technology
usr/sbin/fs-cifs,OO:1497,Networking Technology
usr/sbin/fs-cifs,OO:1509,Networking Technology
usr/sbin/fs-nfs2,BSD1:125,Networking Technology
usr/sbin/fs-nfs2,BSD1:207,Networking Technology
usr/sbin/fs-nfs2,BSD1:218,Networking Technology
usr/sbin/fs-nfs2,BSD2:101,Networking Technology
usr/sbin/fs-nfs2,BSD2:243,Networking Technology
usr/sbin/fs-nfs2,OO:1436,Networking Technology
usr/sbin/fs-nfs2,OO:1448,Networking Technology
usr/sbin/fs-nfs2,OO:245,Networking Technology
usr/sbin/fs-nfs3,BSD1:125,Networking Technology
usr/sbin/fs-nfs3,BSD1:207,Networking Technology
usr/sbin/fs-nfs3,BSD1:218,Networking Technology
usr/sbin/fs-nfs3,BSD2:101,Networking Technology
usr/sbin/fs-nfs3,BSD2:243,Networking Technology
usr/sbin/fs-nfs3,OO:1436,Networking Technology
usr/sbin/fs-nfs3,OO:1448,Networking Technology
usr/sbin/fs-nfs3,OO:245,Networking Technology
usr/sbin/ftpd,BSD1:125,Networking Technology
usr/sbin/ftpd,BSD1:178,Networking Technology
usr/sbin/ftpd,BSD1:207,Networking Technology
usr/sbin/ftpd,BSD1:218,Networking Technology
usr/sbin/ftpd,BSD1:229,Networking Technology
usr/sbin/ftpd,BSD1:233,Networking Technology
usr/sbin/ftpd,BSD1:252,Networking Technology
usr/sbin/ftpd,BSD1:253,Networking Technology
usr/sbin/ftpd,BSD1:273,Networking Technology
usr/sbin/ftpd,BSD1:305,Networking Technology
usr/sbin/ftpd,BSD1:307,Networking Technology
usr/sbin/ftpd,BSD1:336,Networking Technology
usr/sbin/ftpd,BSD1:84,Networking Technology
usr/sbin/ftpd,BSD2:101,Networking Technology
usr/sbin/ftpd,BSD2:107,Networking Technology
usr/sbin/ftpd,BSD2:113,Networking Technology
usr/sbin/ftpd,BSD2:151,Networking Technology
usr/sbin/ftpd,BSD2:173,Networking Technology
usr/sbin/ftpd,BSD2:198,Networking Technology
usr/sbin/ftpd,BSD2:207,Networking Technology
usr/sbin/ftpd,BSD2:213,Networking Technology
usr/sbin/ftpd,BSD2:286,Networking Technology
usr/sbin/ftpd,BSD2:341,Networking Technology
usr/sbin/ftpd,BSD3:47,Networking Technology
usr/sbin/ftpd,ISC:51,Networking Technology
usr/sbin/ftpd,OO:1436,Networking Technology
usr/sbin/ftpd,OO:1448,Networking Technology
usr/sbin/gns,BSD1:125,Networking Technology
usr/sbin/gns,BSD1:207,Networking Technology
usr/sbin/gns,BSD2:101,Networking Technology
usr/sbin/gns,OO:1448,Networking Technology
usr/sbin/ham,OO:1448,High Availability
usr/sbin/hamctrl,OO:1448,High Availability
usr/sbin/hostapd,BSD11:12,Extended Networking
usr/sbin/hostapd,BSD11:18,Extended Networking
usr/sbin/hostapd,BSD11:20,Extended Networking
usr/sbin/hostapd,BSD11:32,Extended Networking
usr/sbin/hostapd,BSD11:33,Extended Networking
usr/sbin/hostapd,BSD11:34,Extended Networking
usr/sbin/hostapd,BSD11:35,Extended Networking
usr/sbin/hostapd,BSD1:111,Extended Networking
usr/sbin/hostapd,BSD1:112,Extended Networking
usr/sbin/hostapd,BSD1:113,Extended Networking
usr/sbin/hostapd,BSD1:114,Extended Networking
usr/sbin/hostapd,BSD1:115,Extended Networking
usr/sbin/hostapd,BSD1:116,Extended Networking
usr/sbin/hostapd,BSD1:117,Extended Networking
usr/sbin/hostapd,BSD1:125,Extended Networking
usr/sbin/hostapd,BSD1:207,Extended Networking
usr/sbin/hostapd,BSD1:218,Extended Networking
usr/sbin/hostapd,BSD1:229,Extended Networking
usr/sbin/hostapd,BSD1:247,Extended Networking
usr/sbin/hostapd,BSD1:257,Extended Networking
usr/sbin/hostapd,BSD1:270,Extended Networking
usr/sbin/hostapd,BSD1:273,Extended Networking
usr/sbin/hostapd,BSD1:278,Extended Networking
usr/sbin/hostapd,BSD1:298,Extended Networking
usr/sbin/hostapd,BSD1:321,Extended Networking
usr/sbin/hostapd,BSD1:322,Extended Networking
usr/sbin/hostapd,BSD1:324,Extended Networking
usr/sbin/hostapd,BSD1:339,Extended Networking
usr/sbin/hostapd,BSD1:340,Extended Networking
usr/sbin/hostapd,BSD1:341,Extended Networking
usr/sbin/hostapd,BSD1:342,Extended Networking
usr/sbin/hostapd,BSD1:345,Extended Networking
usr/sbin/hostapd,BSD1:346,Extended Networking
usr/sbin/hostapd,BSD1:347,Extended Networking
usr/sbin/hostapd,BSD1:348,Extended Networking
usr/sbin/hostapd,BSD1:349,Extended Networking
usr/sbin/hostapd,BSD1:350,Extended Networking
usr/sbin/hostapd,BSD1:351,Extended Networking
usr/sbin/hostapd,BSD1:352,Extended Networking
usr/sbin/hostapd,BSD1:353,Extended Networking
usr/sbin/hostapd,BSD1:354,Extended Networking
usr/sbin/hostapd,BSD1:355,Extended Networking
usr/sbin/hostapd,BSD1:356,Extended Networking
usr/sbin/hostapd,BSD1:358,Extended Networking
usr/sbin/hostapd,BSD1:359,Extended Networking
usr/sbin/hostapd,BSD1:361,Extended Networking
usr/sbin/hostapd,BSD1:362,Extended Networking
usr/sbin/hostapd,BSD1:90,Extended Networking
usr/sbin/hostapd,BSD1:91,Extended Networking
usr/sbin/hostapd,BSD1:92,Extended Networking
usr/sbin/hostapd,BSD1:94,Extended Networking
usr/sbin/hostapd,BSD2:101,Extended Networking
usr/sbin/hostapd,BSD2:22,Extended Networking
usr/sbin/hostapd,BSD2:237,Extended Networking
usr/sbin/hostapd,BSD2:263,Extended Networking
usr/sbin/hostapd,BSD2:301,Extended Networking
usr/sbin/hostapd,BSD2:311,Extended Networking
usr/sbin/hostapd,BSD2:312,Extended Networking
usr/sbin/hostapd,BSD2:313,Extended Networking
usr/sbin/hostapd,BSD2:314,Extended Networking
usr/sbin/hostapd,BSD2:315,Extended Networking
usr/sbin/hostapd,BSD2:83,Extended Networking
usr/sbin/hostapd,BSD3:42,Extended Networking
usr/sbin/hostapd,BSD3:51,Extended Networking
usr/sbin/hostapd,BSD3:79,Extended Networking
usr/sbin/hostapd,BSD3:84,Extended Networking
usr/sbin/hostapd,EY1:1,Extended Networking
usr/sbin/hostapd,EY1:5,Extended Networking
usr/sbin/hostapd,MD5:6,Extended Networking
usr/sbin/hostapd,OO:1104,Extended Networking
usr/sbin/hostapd,OO:1436,Extended Networking
usr/sbin/hostapd,OO:1448,Extended Networking
usr/sbin/hostapd,OO:245,Extended Networking
usr/sbin/hostapd,OO:322,Extended Networking
usr/sbin/hostapd,OO:371,Extended Networking
usr/sbin/hostapd,OPENSSL:12,Extended Networking
usr/sbin/hostapd,OPENSSL:13,Extended Networking
usr/sbin/hostapd,OPENSSL:18,Extended Networking
usr/sbin/hostapd,OPENSSL:19,Extended Networking
usr/sbin/hostapd,OPENSSL:20,Extended Networking
usr/sbin/hostapd,OPENSSL:21,Extended Networking
usr/sbin/hostapd,OPENSSL:22,Extended Networking
usr/sbin/hostapd,OPENSSL:36,Extended Networking
usr/sbin/hostapd,OPENSSL:43,Extended Networking
usr/sbin/hostapd,OPENSSL:44,Extended Networking
usr/sbin/hostapd,OPENSSL:53,Extended Networking
usr/sbin/hostapd,OPENSSL:6,Extended Networking
usr/sbin/hostapd,OPENSSL:60,Extended Networking
usr/sbin/hostapd,OPENSSL:62,Extended Networking
usr/sbin/hostapd,OPENSSL:67,Extended Networking
usr/sbin/hostapd,OPENSSL:7,Extended Networking
usr/sbin/hostapd,OPENSSL:82,Extended Networking
usr/sbin/hostapd,OPENSSL:90,Extended Networking
usr/sbin/hostapd_cli,BSD1:111,Extended Networking
usr/sbin/hostapd_cli,BSD1:125,Extended Networking
usr/sbin/hostapd_cli,BSD1:207,Extended Networking
usr/sbin/hostapd_cli,BSD1:218,Extended Networking
usr/sbin/hostapd_cli,BSD1:273,Extended Networking
usr/sbin/hostapd_cli,BSD1:339,Extended Networking
usr/sbin/hostapd_cli,BSD1:341,Extended Networking
usr/sbin/hostapd_cli,BSD1:345,Extended Networking
usr/sbin/hostapd_cli,BSD1:346,Extended Networking
usr/sbin/hostapd_cli,BSD1:347,Extended Networking
usr/sbin/hostapd_cli,BSD2:22,Extended Networking
usr/sbin/hostapd_cli,OO:1436,Extended Networking
usr/sbin/hostapd_cli,OO:1448,Extended Networking
usr/sbin/if_up,BSD1:125,Networking Technology
usr/sbin/if_up,BSD1:207,Networking Technology
usr/sbin/if_up,BSD1:218,Networking Technology
usr/sbin/if_up,BSD1:229,Networking Technology
usr/sbin/if_up,BSD1:247,Networking Technology
usr/sbin/if_up,BSD1:257,Networking Technology
usr/sbin/if_up,BSD1:270,Networking Technology
usr/sbin/if_up,BSD1:298,Networking Technology
usr/sbin/if_up,BSD2:203,Networking Technology
usr/sbin/if_up,BSD2:237,Networking Technology
usr/sbin/if_up,BSD2:292,Networking Technology
usr/sbin/if_up,BSD3:42,Networking Technology
usr/sbin/if_up,OO:1448,Networking Technology
usr/sbin/if_up,OO:245,Networking Technology
usr/sbin/ifmcstat,BSD1:125,Networking Technology
usr/sbin/ifmcstat,BSD1:207,Networking Technology
usr/sbin/ifmcstat,BSD1:218,Networking Technology
usr/sbin/ifmcstat,BSD1:240,Networking Technology
usr/sbin/ifmcstat,BSD1:247,Networking Technology
usr/sbin/ifmcstat,BSD1:257,Networking Technology
usr/sbin/ifmcstat,BSD1:270,Networking Technology
usr/sbin/ifmcstat,BSD1:273,Networking Technology
usr/sbin/ifmcstat,BSD1:277,Networking Technology
usr/sbin/ifmcstat,BSD1:298,Networking Technology
usr/sbin/ifmcstat,BSD2:237,Networking Technology
usr/sbin/ifmcstat,BSD2:244,Networking Technology
usr/sbin/ifmcstat,BSD3:42,Networking Technology
usr/sbin/ifmcstat,OO:1448,Networking Technology
usr/sbin/inetd,BSD1:125,Networking Technology
usr/sbin/inetd,BSD1:177,Networking Technology
usr/sbin/inetd,BSD1:200,Networking Technology
usr/sbin/inetd,BSD1:207,Networking Technology
usr/sbin/inetd,BSD1:218,Networking Technology
usr/sbin/inetd,BSD1:229,Networking Technology
usr/sbin/inetd,BSD1:236,Networking Technology
usr/sbin/inetd,BSD1:247,Networking Technology
usr/sbin/inetd,BSD1:257,Networking Technology
usr/sbin/inetd,BSD1:270,Networking Technology
usr/sbin/inetd,BSD1:273,Networking Technology
usr/sbin/inetd,BSD1:298,Networking Technology
usr/sbin/inetd,BSD1:39,Networking Technology
usr/sbin/inetd,BSD1:84,Networking Technology
usr/sbin/inetd,BSD2:101,Networking Technology
usr/sbin/inetd,BSD2:107,Networking Technology
usr/sbin/inetd,BSD2:151,Networking Technology
usr/sbin/inetd,BSD2:204,Networking Technology
usr/sbin/inetd,BSD2:237,Networking Technology
usr/sbin/inetd,BSD3:10,Networking Technology
usr/sbin/inetd,BSD3:42,Networking Technology
usr/sbin/inetd,ISC:51,Networking Technology
usr/sbin/inetd,OO:1436,Networking Technology
usr/sbin/inetd,OO:1448,Networking Technology
usr/sbin/inetd,OO:245,Networking Technology
usr/sbin/inetd,SUN:1,Networking Technology
usr/sbin/inetd,SUN:13,Networking Technology
usr/sbin/inetd,SUN:14,Networking Technology
usr/sbin/inetd,SUN:5,Networking Technology
usr/sbin/inetd,SUN:6,Networking Technology
usr/sbin/inetd,SUN:9,Networking Technology
usr/sbin/logger,BSD2:101,Neutrino Core OS
usr/sbin/logger,BSD2:6,Neutrino Core OS
usr/sbin/logger,OO:1436,Neutrino Core OS
usr/sbin/logger,OO:1448,Neutrino Core OS
usr/sbin/mcd,OO:1436,Neutrino Core OS
usr/sbin/mcd,OO:1448,Neutrino Core OS
usr/sbin/mrouted,BSD1:125,Networking Technology
usr/sbin/mrouted,BSD1:195,Networking Technology
usr/sbin/mrouted,BSD1:207,Networking Technology
usr/sbin/mrouted,BSD1:218,Networking Technology
usr/sbin/mrouted,BSD1:229,Networking Technology
usr/sbin/mrouted,BSD1:247,Networking Technology
usr/sbin/mrouted,BSD1:257,Networking Technology
usr/sbin/mrouted,BSD1:270,Networking Technology
usr/sbin/mrouted,BSD1:273,Networking Technology
usr/sbin/mrouted,BSD1:280,Networking Technology
usr/sbin/mrouted,BSD1:298,Networking Technology
usr/sbin/mrouted,BSD2:101,Networking Technology
usr/sbin/mrouted,BSD2:237,Networking Technology
usr/sbin/mrouted,BSD2:40,Networking Technology
usr/sbin/mrouted,BSD3:42,Networking Technology
usr/sbin/mrouted,OO:1436,Networking Technology
usr/sbin/mrouted,OO:1448,Networking Technology
usr/sbin/mrouted,OO:245,Networking Technology
usr/sbin/mrouted,OO:313,Networking Technology
usr/sbin/named,BSD1:125,Networking Technology
usr/sbin/named,BSD1:207,Networking Technology
usr/sbin/named,BSD1:218,Networking Technology
usr/sbin/named,BSD1:229,Networking Technology
usr/sbin/named,BSD1:247,Networking Technology
usr/sbin/named,BSD1:257,Networking Technology
usr/sbin/named,BSD1:270,Networking Technology
usr/sbin/named,BSD1:273,Networking Technology
usr/sbin/named,BSD1:298,Networking Technology
usr/sbin/named,BSD1:300,Networking Technology
usr/sbin/named,BSD1:315,Networking Technology
usr/sbin/named,BSD1:324,Networking Technology
usr/sbin/named,BSD1:84,Networking Technology
usr/sbin/named,BSD2:101,Networking Technology
usr/sbin/named,BSD2:107,Networking Technology
usr/sbin/named,BSD2:237,Networking Technology
usr/sbin/named,BSD2:253,Networking Technology
usr/sbin/named,BSD2:259,Networking Technology
usr/sbin/named,BSD2:87,Networking Technology
usr/sbin/named,BSD3:42,Networking Technology
usr/sbin/named,DEC:1,Networking Technology
usr/sbin/named,EY1:1,Networking Technology
usr/sbin/named,EY1:5,Networking Technology
usr/sbin/named,ISC:100,Networking Technology
usr/sbin/named,ISC:101,Networking Technology
usr/sbin/named,ISC:102,Networking Technology
usr/sbin/named,ISC:103,Networking Technology
usr/sbin/named,ISC:104,Networking Technology
usr/sbin/named,ISC:105,Networking Technology
usr/sbin/named,ISC:106,Networking Technology
usr/sbin/named,ISC:107,Networking Technology
usr/sbin/named,ISC:108,Networking Technology
usr/sbin/named,ISC:109,Networking Technology
usr/sbin/named,ISC:110,Networking Technology
usr/sbin/named,ISC:111,Networking Technology
usr/sbin/named,ISC:112,Networking Technology
usr/sbin/named,ISC:113,Networking Technology
usr/sbin/named,ISC:114,Networking Technology
usr/sbin/named,ISC:115,Networking Technology
usr/sbin/named,ISC:116,Networking Technology
usr/sbin/named,ISC:117,Networking Technology
usr/sbin/named,ISC:120,Networking Technology
usr/sbin/named,ISC:123,Networking Technology
usr/sbin/named,ISC:124,Networking Technology
usr/sbin/named,ISC:125,Networking Technology
usr/sbin/named,ISC:126,Networking Technology
usr/sbin/named,ISC:128,Networking Technology
usr/sbin/named,ISC:129,Networking Technology
usr/sbin/named,ISC:130,Networking Technology
usr/sbin/named,ISC:131,Networking Technology
usr/sbin/named,ISC:132,Networking Technology
usr/sbin/named,ISC:133,Networking Technology
usr/sbin/named,ISC:134,Networking Technology
usr/sbin/named,ISC:135,Networking Technology
usr/sbin/named,ISC:136,Networking Technology
usr/sbin/named,ISC:137,Networking Technology
usr/sbin/named,ISC:138,Networking Technology
usr/sbin/named,ISC:139,Networking Technology
usr/sbin/named,ISC:140,Networking Technology
usr/sbin/named,ISC:141,Networking Technology
usr/sbin/named,ISC:142,Networking Technology
usr/sbin/named,ISC:143,Networking Technology
usr/sbin/named,ISC:144,Networking Technology
usr/sbin/named,ISC:146,Networking Technology
usr/sbin/named,ISC:147,Networking Technology
usr/sbin/named,ISC:148,Networking Technology
